Time	F0
0.675734375	183.181458437357
0.690734375	184.665301332373
0.705734375	189.144248632826
0.720734375	202.486973708435
0.735734375	205.008324560628
0.750734375	208.928302820209
0.765734375	211.441393747299
0.780734375	206.955662035126
0.795734375	197.812988300706
0.855734375	140.504935671667
0.870734375	135.80973057251
0.885734375	135.582552787229
0.945734375	153.172464280283
0.960734375	158.036147769704
0.975734375	161.639708199537
0.990734375	162.725285351581
1.005734375	163.316340653977
1.020734375	164.295496744813
1.035734375	163.804951060152
1.050734375	162.138738774935
1.065734375	159.285836427454
1.080734375	157.555166060961
1.095734375	156.527294448539
1.110734375	154.271742000547
1.125734375	149.842479471107
1.140734375	145.093509273828
1.275734375	143.191930365867
1.290734375	140.455043225423
1.305734375	130.962888627288
1.320734375	129.102943641853
1.335734375	129.896794218922
1.350734375	129.896069236038
1.365734375	127.201570148065
1.470734375	150.063470645921
1.485734375	149.666140403233
1.500734375	150.609202227693
1.515734375	150.757711585043
1.530734375	150.272258690885
1.545734375	149.7337029454
1.560734375	149.306966257427
1.575734375	148.429071084508
1.590734375	149.102953591381
1.605734375	149.176151123463
1.620734375	150.529314398139
1.635734375	149.815458469346
1.695734375	130.69290842613
1.710734375	130.115446593607
1.725734375	125.075381205731
1.740734375	121.164045260459
1.755734375	124.095896622374
1.770734375	124.110083841767
1.785734375	126.364069941946
1.800734375	127.480661057448
1.815734375	128.131306542476
1.830734375	128.0418163743
1.845734375	126.798259143614
1.860734375	126.381972429445
1.875734375	125.383712068656
1.890734375	124.8494943143
1.905734375	123.902855894046
1.920734375	123.587726127107
1.935734375	122.331839664099
1.950734375	121.718103175828
1.965734375	121.237201939726
1.980734375	121.197657269403
1.995734375	120.527902990124
2.010734375	118.134111650463
2.535734375	159.389457046158
2.550734375	157.162034118482
2.565734375	158.693342140939
2.580734375	163.247712844536
2.595734375	166.250289398274
2.610734375	169.256241817064
2.625734375	168.172547549418
2.640734375	164.255815856623
2.655734375	179.402873272362
2.670734375	176.57302754871
2.685734375	164.069223420975
2.700734375	159.779244352451
2.820734375	140.484839432533
2.835734375	137.117998140464
2.850734375	136.947020505676
2.865734375	137.479841168306
2.880734375	135.022153161452
2.895734375	134.036178374379
2.910734375	131.225041681266
2.925734375	124.372202853655
2.940734375	121.755642951729
2.955734375	134.171938810216
2.970734375	133.871535383448
2.985734375	134.309775497687
3.075734375	141.203612734742
3.090734375	138.074754988093
3.135734375	139.983319958327
3.150734375	141.58587012554
3.165734375	136.558336891646
3.300734375	130.593849406761
3.315734375	128.870365132488
3.330734375	127.832907552666
3.345734375	126.094849354872
3.360734375	125.545645480951
3.375734375	124.08742333717
3.390734375	121.219489189355
3.480734375	134.045101094677
3.495734375	133.392524779875
3.510734375	132.477962675944
3.525734375	132.437679497888
3.540734375	132.107877670381
3.555734375	131.350994268169
3.570734375	131.563225350739
3.585734375	133.212041055666
3.600734375	131.826332476759
3.615734375	129.810071107362
3.630734375	128.931312724917
3.645734375	131.076287679461
3.660734375	132.333460319039
3.675734375	134.5628137591
3.690734375	131.515478279651
3.705734375	130.722359369814
3.720734375	130.899244506009
3.735734375	128.39217361928
3.750734375	126.508682172429
3.765734375	127.454682885593
3.780734375	133.480831943596
3.795734375	139.692418451068
3.810734375	141.922901708054
3.825734375	142.382590080139
3.840734375	142.509938254269
3.855734375	141.86587470143
3.870734375	140.682705692334
3.885734375	137.530224971245
3.900734375	133.569759086214
3.915734375	130.028574948172
3.930734375	131.384996247148
3.945734375	130.288505034935
3.960734375	128.793944627741
3.975734375	128.115291054887
3.990734375	129.290509697164
4.005734375	131.517500101644
4.020734375	133.875240612669
4.035734375	135.80028729384
4.050734375	139.228143419328
4.065734375	139.237561927071
4.080734375	138.180977881899
4.095734375	136.200428989122
4.110734375	136.325296327894
4.125734375	136.384648680482
4.140734375	138.399152169952
4.155734375	138.349293505887
4.170734375	158.583467542155
4.185734375	150.296085117587
4.200734375	142.522914487318
