time(s)	nformants	F1(Hz)	F2(Hz)	F3(Hz)	F4(Hz)
5.033865	3	1053.741	1934.120	3076.352	--undefined--
5.052615	3	948.062	1940.778	3295.570	--undefined--
5.071365	3	1753.189	1867.745	2773.195	--undefined--
5.090115	3	1865.527	1943.294	2734.059	--undefined--
5.108865	3	423.586	1876.307	2651.666	--undefined--
5.127615	3	416.873	1931.999	2642.096	--undefined--
5.146365	3	426.770	1959.897	2672.997	--undefined--
5.165115	4	450.344	1874.188	2372.694	3304.099
5.183865	4	362.007	1567.801	2172.700	3362.760
5.202615	4	235.772	1456.817	2152.845	3300.095
5.221365	4	257.614	1396.363	2213.138	3294.640
5.240115	4	311.891	1263.731	2272.815	3318.146
5.258865	3	636.547	2233.382	3332.631	--undefined--
5.277615	3	650.904	2118.167	3311.391	--undefined--
5.296365	3	668.212	1923.942	3221.616	--undefined--
5.315115	3	848.695	1874.761	3105.308	--undefined--
5.333865	3	976.763	2016.504	3095.360	--undefined--
5.352615	3	950.553	2137.440	3216.294	--undefined--
5.371365	3	977.685	2101.640	3268.948	--undefined--
5.390115	3	968.592	2028.282	3163.507	--undefined--
5.408865	3	924.989	2093.993	3276.978	--undefined--
5.427615	3	1004.180	2045.684	3251.052	--undefined--
5.446365	3	1077.702	2118.301	3117.543	--undefined--
5.465115	3	1042.900	2080.775	3087.012	--undefined--
5.483865	3	1066.346	2089.303	2950.607	--undefined--
5.502615	3	1086.652	1969.249	3058.402	--undefined--
5.521365	3	1105.077	2256.457	3015.876	--undefined--
5.540115	3	1086.370	2341.252	3085.804	--undefined--
5.558865	3	1081.399	2502.990	2808.157	--undefined--
5.577615	3	1016.734	2249.229	3053.653	--undefined--
5.596365	3	1034.167	2211.723	3198.865	--undefined--
5.615115	3	1066.157	2420.891	3192.449	--undefined--
5.633865	3	1106.764	2855.276	2923.203	--undefined--
5.652615	3	1037.296	2335.551	3116.966	--undefined--
5.671365	3	1058.338	2249.518	3115.533	--undefined--
5.690115	2	1058.586	2808.512	--undefined--	--undefined--
5.708865	3	982.046	2089.922	3138.706	--undefined--
5.727615	3	988.896	1961.682	3153.533	--undefined--
5.746365	3	1096.322	2322.259	3130.392	--undefined--
5.765115	3	1163.770	2498.604	3073.893	--undefined--
5.783865	3	1196.269	2271.037	2946.832	--undefined--
5.802615	3	1102.754	1977.240	3122.274	--undefined--
5.821365	3	1054.876	2118.393	3567.794	--undefined--
5.840115	4	775.688	2140.177	2922.702	3576.794
5.858865	3	2126.398	2883.371	3579.661	--undefined--
5.877615	3	2137.063	2878.134	3601.899	--undefined--
5.896365	4	182.738	1906.669	2816.039	3627.477
5.915115	3	1043.906	2694.439	3656.562	--undefined--
5.933865	3	1016.518	2300.372	3583.452	--undefined--
5.952615	3	994.454	2515.942	3584.763	--undefined--
5.971365	3	1006.400	2607.845	3589.047	--undefined--
5.990115	3	1001.964	2485.661	3597.323	--undefined--
6.008865	3	1004.290	2417.894	3595.655	--undefined--
6.027615	3	1035.149	2522.459	3688.802	--undefined--
6.046365	3	1076.116	2409.345	3352.758	--undefined--
6.065115	3	1075.895	2284.583	3385.149	--undefined--
6.083865	3	1053.892	2379.624	3252.207	--undefined--
6.102615	3	1062.642	2259.861	3081.419	--undefined--
6.121365	3	1048.679	2118.945	3177.843	--undefined--
6.140115	3	1056.562	2149.271	3213.485	--undefined--
6.158865	4	69.798	1245.089	2172.563	3903.110
6.177615	4	1226.791	1982.809	2512.689	3987.223
6.196365	4	1228.257	1889.579	2576.243	4020.985
6.215115	4	1214.282	1852.283	2558.870	4059.255
