Time	F0
0.440234375	189.518289765599
0.450234375	182.819607006063
0.460234375	180.667579499788
0.470234375	179.665266575024
0.480234375	178.115871541645
0.490234375	175.644346683166
0.500234375	168.635397977542
0.510234375	158.367648257723
0.520234375	134.841208214534
0.540234375	176.7519595406
0.550234375	173.659310044496
0.560234375	174.536624349522
0.670234375	99.5044279893257
0.680234375	102.426836514363
0.690234375	100.176815731312
0.700234375	97.8774994324904
0.710234375	97.9944528274305
0.720234375	97.7650980532189
0.730234375	97.0663990665838
0.740234375	97.7543083718622
0.750234375	96.1534064704704
1.150234375	180.824981032244
1.160234375	183.487841258526
1.170234375	155.691033628595
1.180234375	152.002841246255
1.320234375	188.774821906533
1.330234375	178.846202453345
1.340234375	172.599022906068
1.350234375	170.387986940195
1.360234375	169.194001417398
1.370234375	150.317756620944
1.380234375	135.271911468397
1.440234375	188.757642531198
1.450234375	172.119741912356
1.460234375	166.712768689696
1.470234375	162.450784546502
1.480234375	159.394798047532
1.490234375	157.706629974355
1.500234375	157.308342249313
1.510234375	156.828993523046
1.520234375	156.778351565058
1.530234375	157.960169255261
1.540234375	160.829492844413
1.550234375	163.507453955994
1.560234375	165.792890648446
1.570234375	168.603882113807
1.580234375	170.59206878011
1.590234375	171.813197978423
1.600234375	172.511625362713
1.610234375	172.754159305255
1.620234375	171.546022294924
1.630234375	171.013127770606
1.640234375	170.042960999489
1.650234375	167.367700682492
1.660234375	164.442451918918
1.670234375	163.127111843742
1.680234375	162.532734147105
1.690234375	160.714758798672
1.700234375	158.230262084171
1.710234375	155.905330810511
1.720234375	154.056841394151
1.730234375	152.434278910837
1.740234375	149.635083031295
1.750234375	145.196970308576
1.760234375	135.387671944153
1.770234375	125.842301593992
1.780234375	121.34094564263
1.790234375	109.939746666585
1.800234375	108.458353879764
1.870234375	130.767078011465
1.880234375	129.992227109036
1.890234375	108.412153542038
1.900234375	108.178047211543
1.910234375	104.13071126913
1.920234375	108.198531276736
1.930234375	112.420488739519
1.940234375	102.524240588025
1.950234375	101.652405440781
1.960234375	98.970191940449
1.970234375	98.2410077350357
1.980234375	96.6451927599942
