time(s)	nformants	F1(Hz)	F2(Hz)	F3(Hz)	F4(Hz)
0.500234	4	369.950	903.775	2394.563	3255.857
0.510234	4	316.072	871.972	2404.264	3214.991
0.520234	4	401.771	814.667	2338.963	3208.340
0.530234	4	426.081	869.441	2339.236	3394.636
0.540234	3	423.751	807.598	2335.403	--undefined--
0.550234	3	396.826	749.765	2339.459	--undefined--
0.560234	3	346.398	803.627	2334.151	--undefined--
0.570234	4	391.423	894.695	2328.808	3222.205
0.580234	4	445.391	1032.988	2332.225	3134.421
0.590234	4	446.309	951.128	2301.228	3123.405
0.600234	4	478.606	1096.970	2167.605	3166.816
0.610234	4	495.986	1293.311	2173.602	3180.828
0.620234	4	319.298	1346.687	2166.411	3196.510
0.630234	4	343.964	1560.202	2140.749	3209.108
0.640234	4	350.847	1751.951	2203.445	3208.599
0.650234	4	341.172	1792.383	2260.387	3220.392
0.660234	4	339.842	1932.809	2337.205	3201.377
0.670234	4	342.556	1955.283	2356.287	3171.881
0.680234	4	335.118	1923.937	2268.265	3116.326
0.690234	4	331.050	1878.922	2270.990	3090.101
0.700234	4	325.480	1975.744	2261.345	3017.603
0.710234	4	327.569	2106.914	2175.892	2989.948
0.720234	4	343.628	1978.215	2321.665	3081.160
0.730234	4	353.688	1973.256	2354.209	3118.650
0.740234	4	355.274	2094.074	2342.945	3181.106
0.750234	4	355.228	1989.882	2129.322	3249.678
0.760234	4	340.530	1663.879	2058.294	3257.193
0.770234	4	318.393	1748.238	2141.368	3263.676
0.780234	4	368.582	1787.356	2258.119	3404.369
0.790234	3	413.215	1894.386	2334.714	--undefined--
0.800234	3	440.134	1920.310	2055.979	--undefined--
0.810234	4	419.795	1772.424	2001.158	3332.486
0.820234	4	402.423	1702.778	2052.489	3285.193
0.830234	4	389.769	1559.979	2148.818	3270.282
0.840234	4	392.476	1516.254	2219.314	3288.931
0.850234	4	378.568	1589.857	2088.961	3272.797
0.860234	4	306.909	1594.929	2006.317	3402.862
0.870234	4	294.816	1565.122	2203.107	3625.179
0.880234	3	293.861	1527.442	2335.377	--undefined--
0.890234	3	289.021	1467.963	2363.449	--undefined--
0.900234	3	311.449	1488.582	2605.197	--undefined--
0.910234	3	316.177	1557.142	2627.448	--undefined--
0.920234	3	287.356	1540.417	2583.739	--undefined--
0.930234	3	226.155	1533.142	2567.628	--undefined--
0.940234	3	169.436	1519.625	2717.756	--undefined--
0.950234	3	125.594	1505.205	2611.082	--undefined--
0.960234	3	232.965	1569.099	2556.668	--undefined--
0.970234	3	745.927	1580.862	2508.662	--undefined--
0.980234	3	317.022	1546.732	2426.745	--undefined--
0.990234	3	335.304	1603.343	2494.561	--undefined--
1.000234	3	287.370	1520.307	2527.091	--undefined--
1.010234	3	127.076	1488.152	2595.568	--undefined--
1.020234	3	1290.084	1635.099	2864.707	--undefined--
1.030234	3	963.435	1956.787	2993.433	--undefined--
1.040234	3	1062.237	1942.608	2754.547	--undefined--
1.050234	3	1279.052	1744.218	2501.213	--undefined--
1.060234	3	1223.275	1396.853	2542.922	--undefined--
1.070234	3	498.547	1593.195	2502.471	--undefined--
1.080234	3	542.082	1667.042	2408.757	--undefined--
1.090234	3	505.678	1542.355	2334.423	--undefined--
1.100234	4	484.108	1521.921	2322.981	3427.987
1.110234	4	477.099	1553.196	2365.644	3389.313
1.120234	4	471.868	1573.455	2359.443	3403.601
1.130234	4	476.170	1567.967	2350.144	3394.942
1.140234	4	396.275	1551.809	2380.495	3376.348
1.150234	3	261.624	1524.887	2406.756	--undefined--
1.160234	3	228.306	1440.929	2396.090	--undefined--
1.170234	3	232.970	1407.860	2389.100	--undefined--
1.180234	3	226.977	1512.174	2440.822	--undefined--
1.190234	3	220.389	1521.044	2477.390	--undefined--
1.200234	3	192.113	1521.492	2464.979	--undefined--
1.210234	3	184.730	1461.989	2782.374	--undefined--
1.220234	2	1138.350	2761.233	--undefined--	--undefined--
1.230234	4	649.956	1179.590	2671.897	3387.607
1.240234	3	623.190	1233.830	2776.166	--undefined--
1.250234	3	1066.505	1372.291	2840.194	--undefined--
1.260234	3	805.012	1597.780	2941.460	--undefined--
1.270234	2	1512.939	2810.667	--undefined--	--undefined--
1.280234	3	694.291	1472.070	2423.742	--undefined--
1.290234	4	636.927	1446.296	2134.383	3264.181
1.300234	4	531.063	1433.460	2058.583	3171.611
1.310234	4	381.728	1460.080	2054.984	3222.945
1.320234	4	355.600	1570.355	2106.975	3218.980
1.330234	4	361.061	1564.656	2092.801	3165.605
1.340234	4	353.337	1515.741	2038.458	3137.699
1.350234	4	338.368	1501.332	2045.909	3232.857
1.360234	4	297.478	1484.708	2113.709	3293.910
1.370234	4	254.702	1528.210	2362.430	3319.970
1.380234	3	1593.918	2630.013	3392.020	--undefined--
1.390234	2	1696.231	2521.720	--undefined--	--undefined--
1.400234	2	1684.555	2382.823	--undefined--	--undefined--
1.410234	2	1698.244	2362.764	--undefined--	--undefined--
1.420234	3	1714.294	2364.162	3408.498	--undefined--
1.430234	4	270.642	1712.425	2271.741	3343.157
1.440234	4	315.458	1568.059	2185.044	3337.133
1.450234	4	342.928	1570.853	2146.083	3361.276
1.460234	3	353.644	1580.313	2166.226	--undefined--
1.470234	3	365.939	1606.829	2279.634	--undefined--
1.480234	3	379.832	1583.553	2313.040	--undefined--
1.490234	3	396.865	1553.322	2407.259	--undefined--
1.500234	3	388.550	1386.898	2312.431	--undefined--
1.510234	3	355.273	1194.501	2285.597	--undefined--
1.520234	3	380.051	1413.613	2302.037	--undefined--
1.530234	3	407.768	1405.010	2270.955	--undefined--
1.540234	3	450.441	1423.354	2407.842	--undefined--
1.550234	3	544.200	1421.065	2503.094	--undefined--
1.560234	3	558.062	1382.060	2652.870	--undefined--
1.570234	3	556.678	1342.247	2700.413	--undefined--
1.580234	3	584.009	1300.453	2698.930	--undefined--
1.590234	3	584.869	1237.594	2706.963	--undefined--
1.600234	3	507.824	1191.190	2674.825	--undefined--
1.610234	3	462.515	1177.816	2659.081	--undefined--
1.620234	3	380.839	1149.963	2638.360	--undefined--
1.630234	4	310.874	1078.578	2623.517	2849.404
1.640234	4	324.374	1065.036	2693.004	2795.530
1.650234	4	353.351	1045.042	2693.112	2902.582
1.660234	4	365.780	1047.783	2645.661	3410.106
1.670234	4	378.627	1065.446	2619.313	3242.439
1.680234	4	449.385	1096.425	2595.341	3069.633
1.690234	4	508.046	1107.793	2591.422	3139.553
1.700234	4	534.759	1107.749	2592.329	3316.343
1.710234	3	546.408	1107.724	2588.483	--undefined--
1.720234	3	548.876	1114.160	2588.272	--undefined--
1.730234	3	538.036	1139.796	2588.900	--undefined--
1.740234	3	539.717	1157.825	2553.176	--undefined--
1.750234	3	549.752	1163.294	2527.415	--undefined--
1.760234	3	537.825	1187.226	2546.268	--undefined--
1.770234	3	526.926	1201.721	2550.575	--undefined--
1.780234	3	168.639	1155.263	2547.894	--undefined--
1.790234	3	927.891	1167.548	2537.601	--undefined--
1.800234	3	406.625	1265.807	2505.311	--undefined--
1.810234	3	575.443	1331.813	2486.128	--undefined--
1.820234	3	742.415	1417.626	2463.768	--undefined--
1.830234	3	764.833	1424.487	2450.651	--undefined--
1.840234	3	767.209	1452.460	2390.024	--undefined--
1.850234	4	711.764	1487.000	2387.232	3453.816
1.860234	4	501.413	1479.494	2403.390	3242.203
1.870234	4	282.622	1465.873	2406.258	3146.597
1.880234	4	259.480	1499.575	2381.319	3072.238
1.890234	4	266.827	1490.486	2425.525	3045.834
1.900234	4	262.148	1447.419	2407.901	2893.416
1.910234	4	274.894	1500.178	2387.789	2678.823
1.920234	4	353.672	1561.788	2384.837	2681.493
1.930234	4	401.476	1619.097	2381.713	2734.224
1.940234	4	432.480	1646.830	2398.443	2813.295
1.950234	4	453.752	1640.328	2396.863	2862.104
1.960234	4	476.114	1649.039	2359.133	2871.583
1.970234	4	487.095	1668.966	2356.769	2951.417
1.980234	4	485.990	1635.623	2358.240	3039.438
1.990234	4	467.649	1610.426	2343.969	3081.490
2.000234	4	462.420	1615.692	2357.269	3132.308
2.010234	4	561.376	1607.106	2369.357	3159.483
2.020234	4	563.222	1580.317	2310.139	3190.529
2.030234	4	545.351	1525.391	2394.778	3404.184
2.040234	3	534.069	1487.880	2403.816	--undefined--
2.050234	3	532.295	1481.719	2382.632	--undefined--
2.060234	4	519.279	1488.485	2327.591	3505.938
2.070234	4	540.379	1398.121	2339.603	3463.940
2.080234	4	564.451	1343.374	2252.588	3324.663
2.090234	4	532.938	1304.457	2229.710	3128.803
2.100234	4	553.064	1333.984	2273.842	3054.505
2.110234	4	509.345	1392.803	2183.178	2857.323
2.120234	4	479.434	1343.508	2206.860	2889.928
2.130234	4	477.197	1309.508	2307.979	2921.131
2.140234	4	465.138	1354.498	2193.926	3058.094
2.150234	4	476.102	1304.999	2059.686	3148.552
2.160234	4	500.613	1260.391	1969.469	3105.928
2.170234	4	516.184	1234.239	2019.879	3132.824
2.180234	4	593.317	1232.627	2138.199	3166.676
2.190234	4	605.317	1289.416	2205.809	3233.374
2.200234	3	606.063	1232.726	2265.924	--undefined--
2.210234	3	596.544	1218.193	2148.759	--undefined--
2.220234	4	760.365	1164.860	2088.411	3498.332
2.230234	3	1149.289	1823.252	3199.397	--undefined--
2.240234	3	1126.906	1851.730	2942.977	--undefined--
2.250234	3	1078.483	1888.034	2889.830	--undefined--
2.260234	3	1061.503	1864.744	3170.804	--undefined--
2.270234	3	1101.706	1954.835	3453.737	--undefined--
2.280234	4	551.153	1499.492	1980.116	3351.180
2.290234	3	474.791	1655.781	2947.941	--undefined--
2.300234	3	491.430	1774.732	2944.663	--undefined--
2.310234	3	461.098	1803.443	3015.293	--undefined--
2.320234	3	511.127	1725.051	3018.722	--undefined--
2.330234	3	771.899	1719.293	3011.890	--undefined--
2.340234	3	828.331	1691.017	2859.534	--undefined--
2.350234	3	610.801	1768.143	2819.506	--undefined--
2.360234	3	507.179	1796.897	2796.794	--undefined--
2.370234	3	510.332	1707.131	2895.895	--undefined--
2.380234	3	472.860	1622.531	2740.734	--undefined--
2.390234	3	581.267	1709.482	2670.109	--undefined--
2.400234	3	528.744	1689.454	2695.569	--undefined--
2.410234	3	594.387	1615.982	2606.361	--undefined--
2.420234	3	643.376	1422.135	2463.643	--undefined--
2.430234	3	527.852	1331.792	2615.801	--undefined--
2.440234	3	460.054	1574.134	2688.233	--undefined--
2.450234	3	492.243	1779.713	2704.595	--undefined--
2.460234	3	556.075	1752.194	2702.537	--undefined--
2.470234	3	703.789	1823.639	2713.924	--undefined--
2.480234	3	447.481	1754.583	2640.068	--undefined--
2.490234	3	409.429	1582.944	2630.008	--undefined--
2.500234	3	433.545	1646.913	2667.008	--undefined--
2.510234	3	452.779	1523.088	2437.164	--undefined--
2.520234	2	844.975	2283.261	--undefined--	--undefined--
2.530234	3	873.226	1564.575	2311.084	--undefined--
2.540234	3	873.696	2245.752	2277.229	--undefined--
2.550234	3	886.271	2499.320	2734.680	--undefined--
2.560234	3	835.084	1667.371	2753.317	--undefined--
2.570234	3	761.626	1626.006	2715.798	--undefined--
2.580234	3	796.991	1871.251	2774.251	--undefined--
2.590234	3	831.964	1775.625	2762.162	--undefined--
2.600234	3	843.279	1848.723	2799.781	--undefined--
2.610234	3	932.098	1972.857	2738.552	--undefined--
2.620234	3	984.827	2022.328	2702.429	--undefined--
2.630234	2	1012.847	2526.995	--undefined--	--undefined--
2.640234	3	886.060	2248.876	3549.920	--undefined--
2.650234	3	861.636	2196.328	3530.208	--undefined--
2.660234	3	866.142	2138.385	3208.252	--undefined--
2.670234	3	879.380	2153.905	3047.186	--undefined--
2.680234	3	897.245	2218.810	3086.936	--undefined--
2.690234	3	912.271	2197.731	2806.835	--undefined--
2.700234	3	833.445	2022.126	2448.350	--undefined--
2.710234	3	776.100	2021.030	2652.922	--undefined--
2.720234	3	738.936	1940.200	2802.581	--undefined--
2.730234	3	744.738	1837.168	2745.030	--undefined--
2.740234	3	1035.327	1815.516	2588.957	--undefined--
2.750234	3	1158.957	1984.916	2730.643	--undefined--
2.760234	3	1165.861	2031.574	2686.942	--undefined--
2.770234	3	1133.713	1974.715	2731.096	--undefined--
2.780234	3	1049.293	1669.483	2727.837	--undefined--
2.790234	3	892.390	1771.467	2706.594	--undefined--
2.800234	3	671.477	1601.994	2596.556	--undefined--
2.810234	3	1024.450	1590.828	2505.475	--undefined--
2.820234	3	701.088	1526.904	2564.560	--undefined--
2.830234	3	873.906	1620.239	2688.536	--undefined--
2.840234	3	799.568	1644.611	2810.985	--undefined--
2.850234	3	944.657	1774.802	2718.292	--undefined--
2.860234	3	696.994	1777.818	2773.984	--undefined--
2.870234	3	642.185	1718.050	2673.154	--undefined--
2.880234	3	932.277	1854.128	2734.473	--undefined--
2.890234	3	876.574	1854.868	2804.793	--undefined--
2.900234	3	764.649	1780.342	2820.596	--undefined--
2.910234	3	530.070	1754.642	2755.600	--undefined--
2.920234	3	553.547	1796.502	2771.320	--undefined--
2.930234	3	474.552	1786.780	2682.272	--undefined--
2.940234	3	373.484	1816.244	2651.270	--undefined--
2.950234	3	921.836	1978.804	2702.664	--undefined--
2.960234	3	941.262	1897.063	2801.587	--undefined--
2.970234	3	844.740	1832.042	2798.282	--undefined--
2.980234	3	876.584	2019.091	2662.276	--undefined--
2.990234	3	692.612	1878.099	2514.290	--undefined--
3.000234	3	739.000	1455.175	2611.684	--undefined--
