Time	F0
0.361234375	213.193172575692
0.371234375	213.499453093662
0.381234375	213.601532226431
0.391234375	214.359601928279
0.401234375	214.740737735823
0.411234375	213.281385894851
0.421234375	210.621357149784
0.431234375	205.754216383612
0.441234375	204.782312906708
0.451234375	200.921923617092
0.461234375	202.338652544831
0.471234375	204.487458856195
0.481234375	206.82764103851
0.491234375	209.626946034322
0.501234375	206.907906820962
0.511234375	206.323340937904
0.521234375	223.064367599447
0.531234375	213.368128126661
0.541234375	209.595196834738
0.551234375	205.719911571742
0.561234375	201.231987478786
0.571234375	201.521908986251
0.581234375	202.21888481761
0.591234375	209.932591254324
0.601234375	219.71846549124
0.611234375	224.914517945248
0.621234375	224.532086823199
0.631234375	223.163409384309
0.641234375	225.051557389558
0.651234375	233.397193561029
0.661234375	235.147184800602
0.671234375	236.284048869354
0.681234375	237.568663278295
0.691234375	235.747067091519
0.701234375	230.15738056477
0.711234375	232.147500096527
0.721234375	234.428498608681
0.731234375	260.779218489813
0.741234375	259.918208426264
0.751234375	256.316246124399
0.761234375	256.549610256889
0.771234375	234.416408978532
0.781234375	236.313206686818
0.791234375	241.016888332882
0.801234375	246.194091465915
0.811234375	248.563357773512
0.821234375	252.679281066975
0.831234375	250.784963099657
0.841234375	244.230762132265
0.851234375	217.845180812787
0.861234375	201.273283202207
0.871234375	203.298981122931
0.881234375	202.588646832489
0.891234375	202.98327740299
0.901234375	201.314659545564
0.911234375	201.508153200312
0.921234375	201.221211262853
0.931234375	201.238934897022
0.941234375	200.647394243461
0.951234375	199.09853940147
0.961234375	199.142754502182
0.971234375	199.030044016335
0.981234375	191.761382495193
0.991234375	195.510534434006
1.001234375	196.923835284744
1.011234375	197.64340313025
1.021234375	199.323162944119
1.031234375	200.504594904714
1.041234375	201.621319306965
1.051234375	203.063390169404
1.061234375	202.95739426033
1.071234375	202.249961778547
1.081234375	202.34261971543
1.091234375	202.939221293036
1.101234375	202.354585254548
1.111234375	202.315728182577
1.121234375	202.341659425169
1.131234375	201.956144229482
1.141234375	201.950841905258
1.151234375	202.607531297862
1.161234375	203.085822731355
1.171234375	203.25839862282
1.181234375	203.589268296672
1.191234375	203.897546113698
1.201234375	205.339552160795
1.211234375	207.757478264764
1.221234375	208.2994366205
1.231234375	202.352667269793
1.241234375	200.42345325855
1.251234375	206.284347089343
1.261234375	203.315618634391
1.271234375	200.786601957564
1.281234375	201.525575121326
1.291234375	202.616818570135
1.301234375	204.610724709207
1.311234375	208.6456068218
1.321234375	204.005364302585
1.331234375	186.812849663314
1.341234375	183.670834914034
1.351234375	181.878805699102
1.361234375	180.9247268094
1.371234375	182.146722532998
1.381234375	182.807009975773
1.391234375	183.407555248135
1.401234375	186.644891016798
1.411234375	189.329368106283
1.421234375	184.74473659929
1.431234375	184.185381874696
1.441234375	182.897751257709
1.451234375	185.991072495347
1.461234375	183.80538020065
1.471234375	184.540116324276
1.481234375	184.282056958562
