time(s)	nformants	F1(Hz)	F2(Hz)	F3(Hz)	F4(Hz)
1.116234	4	737.742	2584.357	3695.664	4546.119
1.128734	4	766.748	2470.223	3834.306	4681.836
1.141234	4	759.781	2393.794	3749.518	4712.191
1.153734	4	931.026	2420.590	3716.519	4698.309
1.166234	4	850.812	2879.469	3490.264	4602.450
1.178734	4	727.924	3007.952	3261.445	4588.492
1.191234	4	656.805	1755.158	3214.724	4694.943
1.203734	4	641.786	1660.773	3119.119	4610.886
1.216234	4	617.157	1705.164	3020.125	4492.141
1.228734	4	576.536	1745.599	2851.703	4499.568
1.241234	4	469.376	1701.445	2842.969	4618.830
1.253734	3	473.228	2509.699	4752.560	--undefined--
1.266234	3	476.718	2361.931	4252.559	--undefined--
1.278734	3	409.649	2423.515	3887.230	--undefined--
1.291234	3	328.854	2075.347	3791.910	--undefined--
1.303734	4	331.632	1994.722	3674.001	4613.094
1.316234	4	295.601	1723.765	3115.405	4611.685
1.328734	4	657.942	1382.649	2834.481	4641.664
1.341234	4	722.445	1455.671	2805.798	4402.753
1.353734	4	716.507	1576.510	2813.004	4302.224
1.366234	4	716.690	1629.386	2850.419	4297.304
1.378734	4	750.515	1650.815	2899.061	4273.411
1.391234	4	766.497	1695.896	2947.962	4297.817
1.403734	4	754.485	1730.155	3002.278	4367.199
1.416234	4	717.900	1692.767	3027.745	4427.748
1.428734	4	676.834	1610.373	3070.932	4492.277
1.441234	4	673.185	1461.353	3167.381	4552.216
1.453734	4	538.685	1543.577	3225.380	4565.387
1.466234	4	516.267	1503.782	3281.948	4456.013
1.478734	4	531.509	1494.810	3421.197	4370.607
1.491234	4	499.847	1454.800	3238.880	4268.333
1.503734	4	303.192	1419.747	3173.578	4311.238
1.516234	3	1339.160	3202.654	4269.519	--undefined--
1.528734	3	1200.989	3312.162	4030.794	--undefined--
1.541234	4	681.864	2905.089	3805.302	4393.370
1.553734	4	459.019	2988.877	3840.961	4444.019
1.566234	4	402.515	3169.395	3949.875	4376.064
1.578734	4	278.831	3348.605	4014.432	4354.039
1.591234	3	2476.301	4003.615	4426.027	--undefined--
1.603734	4	372.150	2588.687	4044.867	4524.484
1.616234	4	370.082	2742.962	4265.609	4314.584
1.628734	3	839.469	3109.989	4327.234	--undefined--
1.641234	4	664.632	1266.521	3147.689	4469.158
1.653734	4	741.106	1249.591	3078.505	4429.766
1.666234	4	796.548	1187.224	3014.474	4433.324
1.678734	4	839.466	1118.975	3023.488	4436.188
1.691234	4	808.860	1180.540	3070.943	4409.567
1.703734	4	711.289	1233.416	3164.373	4385.476
1.716234	4	572.334	1246.115	3315.121	4378.578
1.728734	3	848.458	3265.185	4275.381	--undefined--
1.741234	4	726.242	3102.440	3871.261	4331.765
1.753734	4	833.344	3058.549	4067.627	4445.531
1.766234	4	906.218	3024.229	4149.378	4480.665
1.778734	4	911.320	3004.268	4311.684	4342.257
1.791234	3	743.188	3455.193	4302.239	--undefined--
1.803734	3	1118.498	3087.637	4338.804	--undefined--
1.816234	4	570.242	1511.524	3260.898	4448.254
1.828734	4	530.677	1481.239	3187.558	4412.550
1.841234	4	463.608	1466.563	3278.263	4459.384
1.853734	4	431.232	1444.047	3410.729	4496.027
1.866234	4	429.643	1381.495	3601.009	4459.234
1.878734	4	380.593	1353.418	3731.399	4508.654
1.891234	4	610.691	1334.445	3461.494	4492.528
1.903734	3	745.362	1322.663	3580.250	--undefined--
1.916234	3	809.957	1300.713	3530.932	--undefined--
1.928734	4	818.278	1342.116	3412.728	4623.079
1.941234	4	763.782	1394.735	3320.402	4518.566
1.953734	4	649.848	1407.105	3295.702	4515.484
1.966234	4	439.580	1431.835	3466.209	4744.482
1.978734	4	426.526	1383.411	3508.730	4714.905
1.991234	4	297.704	1069.643	3320.980	4709.561
2.003734	3	913.131	3199.429	4676.187	--undefined--
2.016234	3	912.849	3260.659	4620.731	--undefined--
2.028734	3	953.211	3099.679	4622.617	--undefined--
2.041234	4	872.850	2566.286	3914.581	4862.676
2.053734	3	1110.734	2850.054	4416.350	--undefined--
2.066234	3	1231.894	2934.633	4403.387	--undefined--
2.078734	4	369.982	1816.105	3547.631	4760.745
2.091234	3	488.735	3301.322	4856.426	--undefined--
2.103734	3	576.918	3226.007	4876.482	--undefined--
2.116234	3	632.977	3227.298	4859.492	--undefined--
2.128734	3	713.865	3265.288	4689.555	--undefined--
2.141234	4	478.455	792.074	3224.108	4625.989
2.153734	4	730.908	877.952	3083.417	4489.368
2.166234	4	690.884	1167.109	3059.640	4205.467
2.178734	4	687.479	1264.143	3171.388	4214.802
2.191234	4	658.674	1294.918	3278.581	4279.703
2.203734	4	609.819	1295.499	3274.064	4376.126
2.216234	4	520.998	1321.215	3095.710	4395.672
2.228734	4	547.317	1446.077	3092.030	4284.144
2.241234	4	620.873	1538.312	3108.480	4411.697
2.253734	4	581.754	1647.692	3097.310	4484.617
2.266234	4	487.556	1769.342	3134.105	4526.896
2.278734	4	384.973	1801.887	3189.802	4554.985
2.291234	3	1685.587	3178.711	4556.901	--undefined--
2.303734	3	1697.986	3215.208	4531.221	--undefined--
2.316234	3	1804.418	3317.501	4496.296	--undefined--
2.328734	3	1823.662	3338.170	4487.884	--undefined--
2.341234	4	490.256	1982.648	3596.868	4844.334
2.353734	4	518.219	1784.263	3273.018	4801.734
2.366234	4	490.196	1736.786	3179.878	4902.089
2.378734	4	443.735	1755.090	3259.634	4860.555
2.391234	4	459.842	1818.407	3385.835	4975.873
2.403734	4	482.464	1905.346	3425.954	5136.895
2.416234	4	580.961	1863.650	3396.038	4829.409
2.428734	4	588.114	1741.716	3349.507	4556.620
2.441234	4	604.987	1536.605	3160.210	4491.983
2.453734	4	634.684	1486.219	3055.829	4451.806
2.466234	4	623.014	1389.478	3079.005	4420.094
2.478734	4	454.663	1308.417	3196.630	4448.418
2.491234	4	321.044	1327.870	3378.261	4513.726
2.503734	3	483.709	1341.231	3572.000	--undefined--
2.516234	3	581.460	1367.760	3601.264	--undefined--
2.528734	3	517.695	1387.277	3657.465	--undefined--
2.541234	3	441.014	1412.214	3655.955	--undefined--
2.553734	4	489.421	1495.310	3337.798	4287.861
2.566234	4	472.059	1557.022	3219.967	4518.820
2.578734	4	311.607	1569.129	3237.086	4598.646
2.591234	4	313.902	1624.589	3304.242	4583.209
2.603734	4	305.167	1688.056	3485.794	4687.642
2.616234	4	242.707	1775.613	3444.064	4594.685
2.628734	3	1828.495	3403.144	4607.573	--undefined--
2.641234	4	525.950	2468.172	3583.383	4688.509
2.653734	4	594.346	2405.932	3242.839	4094.335
2.666234	4	628.290	2338.585	3020.383	4122.813
2.678734	4	675.028	2322.703	2975.839	4176.613
2.691234	4	680.206	2305.758	2910.330	4153.792
2.703734	4	645.024	2262.903	2910.341	4089.312
2.716234	4	589.327	2265.633	3194.881	4121.656
2.728734	4	685.572	2262.441	3367.997	4178.083
2.741234	4	536.539	2285.832	3367.049	4199.611
2.753734	4	432.139	2426.253	3192.214	4237.880
2.766234	4	381.229	2420.051	3123.765	4241.981
2.778734	4	319.830	2434.142	3243.246	4287.610
2.791234	4	254.810	2489.188	3346.415	4430.135
2.803734	3	2608.121	3870.303	4407.395	--undefined--
2.816234	3	2416.350	3816.411	4092.839	--undefined--
2.828734	3	2475.123	3804.971	4781.934	--undefined--
2.841234	3	2806.245	3859.338	4836.037	--undefined--
2.853734	3	2542.241	3897.953	4846.833	--undefined--
2.866234	3	2186.605	3786.775	4860.907	--undefined--
2.878734	3	2218.085	3900.191	4861.239	--undefined--
2.891234	4	388.148	2473.033	3908.879	4898.934
2.903734	3	411.155	2388.526	3770.087	--undefined--
2.916234	3	333.949	2303.098	3829.467	--undefined--
2.928734	3	1572.444	2021.461	3883.200	--undefined--
2.941234	2	1835.607	3700.167	--undefined--	--undefined--
2.953734	3	1828.947	3527.230	3687.337	--undefined--
2.966234	3	1820.057	3694.218	3698.544	--undefined--
2.978734	4	1775.324	3714.422	3726.043	4922.503
2.991234	4	1737.445	3552.763	3722.888	4596.324
3.003734	4	1727.818	3718.084	4158.645	4493.308
3.016234	3	1800.426	3759.223	4475.288	--undefined--
3.028734	3	1808.307	3728.475	4539.117	--undefined--
3.041234	4	582.902	1778.025	3896.580	4616.294
3.053734	4	591.531	1597.959	3928.515	4586.653
3.066234	4	583.290	1552.467	3988.996	4498.766
3.078734	4	509.324	1522.585	4107.049	4456.680
3.091234	4	314.317	1472.092	3990.604	4486.140
3.103734	4	348.440	1469.696	3694.861	4444.941
3.116234	4	358.259	1501.764	3793.884	4317.725
3.128734	4	309.706	1802.486	3891.130	4210.538
3.141234	4	315.110	1914.983	3401.690	4619.451
3.153734	4	664.203	1744.195	3159.141	4685.429
3.166234	4	680.028	1566.915	3155.386	4702.973
3.178734	4	681.808	1457.147	3093.481	4665.801
3.191234	4	721.317	1453.037	2905.437	4565.599
3.203734	4	695.980	1487.592	2952.870	4423.298
3.216234	4	658.369	1547.513	2953.858	4354.241
3.228734	4	667.375	1465.323	2947.495	4407.584
3.241234	4	776.817	1607.787	3039.708	4528.005
3.253734	4	844.563	1844.612	3098.884	4554.223
3.266234	4	845.693	2256.687	3268.987	4661.564
3.278734	4	1041.311	2686.178	3218.469	4593.493
3.291234	4	1437.523	2685.224	3270.971	4618.626
3.303734	4	611.014	2686.991	3019.476	4644.656
3.316234	4	283.219	2616.808	3388.032	4649.923
3.328734	4	381.206	2574.739	3470.133	4421.399
3.341234	4	450.566	2570.968	3312.143	4080.506
3.353734	4	496.553	2565.640	3079.996	4032.213
3.366234	4	541.104	2538.741	3143.463	4110.473
3.378734	4	577.071	2544.908	3054.817	4072.493
3.391234	4	593.404	2478.960	3129.281	4037.842
3.403734	4	590.847	2075.829	2911.506	3941.270
3.416234	4	465.999	1830.358	2939.288	3779.728
3.428734	4	292.271	1618.189	3271.675	3883.727
3.441234	4	256.922	1612.581	3186.674	4254.952
3.453734	3	1417.575	3429.685	4134.748	--undefined--
3.466234	2	1221.519	3491.422	--undefined--	--undefined--
3.478734	2	1325.957	3378.685	--undefined--	--undefined--
3.491234	3	1375.042	3252.559	4867.768	--undefined--
3.503734	3	1346.291	3329.028	3748.079	--undefined--
3.516234	3	1336.852	2931.686	3840.741	--undefined--
3.528734	3	1314.434	2705.733	3917.619	--undefined--
3.541234	3	1308.136	2637.120	3776.629	--undefined--
3.553734	3	1408.494	2650.875	3744.631	--undefined--
3.566234	3	1411.151	2699.855	3900.264	--undefined--
3.578734	3	1500.915	2636.617	3773.169	--undefined--
3.591234	3	1719.366	2760.475	3427.143	--undefined--
3.603734	3	1385.239	2775.529	3526.198	--undefined--
3.616234	3	1372.322	2719.527	3824.638	--undefined--
3.628734	3	1205.011	2255.801	3679.099	--undefined--
3.641234	4	1076.116	2054.523	3506.042	4580.867
3.653734	4	1186.688	2276.886	3741.697	4314.890
3.666234	3	1334.137	2752.030	4288.429	--undefined--
3.678734	4	1235.412	2363.408	3229.465	4633.861
3.691234	4	1056.646	2107.734	3542.277	4709.220
3.703734	4	931.234	2088.785	3380.795	4625.422
3.716234	4	1055.011	2025.537	3286.889	4600.757
3.728734	4	938.542	2085.307	3297.773	4631.935
3.741234	3	888.923	2091.921	3668.980	--undefined--
3.753734	3	860.341	1997.381	3795.794	--undefined--
3.766234	4	998.864	2073.579	3674.012	4547.599
3.778734	4	1057.789	1959.971	3308.926	4567.973
